Company Name,Executive First Name,Executive Last Name,Executive Gender,Executive Title,Executive Ethnicity,Address,City,State,ZIP Code,Record Type,Phone Number Combined,Website,Primary SIC Description,Location Sales Volume Range,Credit Score Alpha
VIP Pizza,Luigi,Dammasa,Male,Owner,Mediterranean,4302 Bell Blvd,Bayside,NY,11361,Verified,(718) 229-9311,Vipizzabayside.Com,Pizza,"Less Than $500,000",B
Virginia Dare Extract Co,Howard,Smith,Male,President,Western Europe,882 3rd Ave # 2,Brooklyn,NY,11232,Verified,(718) 788-1776,Virginiadare.Com,Flavoring Extracts & Syrups NEC (Mfrs),$20-50 Million,A+
Vita Coco,Ira,Liran,Male,CEO,Uncoded,250 Park Ave S # 7,New York,NY,10003,Verified,(212) 206-0763,NULL,Beverages (Whls),$5-10 Million,B
Viva El Mariachi,Pablo,Bravo,Male,Owner,Hispanic,3311 Broadway,Astoria,NY,11106,Verified,(718) 545-4039,Verifymywhois.Com,Restaurants,"Less Than $500,000",B
Viva Toro,Harry,Tavarez,Male,General Mgr,Hispanic,188 Berry St,Brooklyn,NY,11249,Verified,(718) 384-2138,Spot-Sample-19.Spotapps.Co,Restaurants,"Less Than $500,000",C+
Vizcarra Vineyards At Becker,Oscar,Vizcarra,Male,Owner,Hispanic,3760 Quaker Rd,Gasport,NY,14067,Verified,(716) 772-2211,Beckerfarms.Info,Vineyards,"Less Than $500,000",B
VTG Inc,Jose,Paulino,Male,Owner,Hispanic,102 Westervelt Ave,Staten Island,NY,10301,Verified,(718) 442-4810,NULL,Grocers-Retail,$2.5-5 Million,B
W Mix Market,Ramon,Payanes,Male,Owner,Hispanic,195 Warburton Ave,Yonkers,NY,10701,Verified,(914) 965-1240,NULL,Grocers-Retail,"Less Than $500,000",C+
Walter Produce Corp,Walter,Burgos,Male,President,Hispanic,7211 69th St,Glendale,NY,11385,Verified,(718) 381-3428,NULL,General Merchandise-Retail,$1-2.5 Million,B
Watson Butcher Choice,Juan,Jimenez,Male,Owner,Hispanic,1531 Watson Ave,Bronx,NY,10472,Verified,(347) 270-1746,NULL,Butchering (Whls),$2.5-5 Million,B+
Webster Deli & Grocery Store,Bario,Vasquez,Male,Owner,Hispanic,1505 Webster Ave,Bronx,NY,10456,Verified,(718) 588-5603,NULL,Grocers-Wholesale,$2.5-5 Million,B+
West Haven Farm,Carlos,Aguilera,Male,Manager,Hispanic,27 Rachel Carson Way,Ithaca,NY,14850,Verified,Not Available,NULL,Farms,"Less Than $500,000",B
West Hill Ranch,George,Rodriguez,Male,Owner,Hispanic,8302 S Hamilton Rd,Earlville,NY,13332,Verified,(315) 691-2565,NULL,Ranches,"Less Than $500,000",C
West Side Wine,Nikolai,Santurian,Male,Owner,Centl & SW Asian,481 Columbus Ave,New York,NY,10024,Verified,(212) 874-2900,NULL,Liquors-Retail,"$500,000-1 Million",B
Westchester Italian Bakery,Cristian,Estrada,Male,Manager,Hispanic,631 Mamaroneck Ave,Mamaroneck,NY,10543,Verified,(914) 698-6780,NULL,Bread/Other Bakery Prod-Ex Cookies,"Less Than $500,000",B
Westconn Beer & Soda Dstrbtrs,Jose,Perez,Male,Manager,Hispanic,1 Putnam Ave,Port Chester,NY,10573,Verified,(914) 939-3060,Westconcomstor.Com,Beverages (Whls),$2.5-5 Million,B
Western Beef Inc,Michael,Harkins,Male,Director,Western Europe,4705 Metropolitan Ave,Ridgewood,NY,11385,Verified,(718) 366-1444,Westernbeef.Com,Grocers-Retail,$50-100 Million,A+
Westlb Ag,Chris,Kaminski,Male,Vice President,Eastern European,1211 Avenue Of The Americas,New York,NY,10036,Verified,(212) 852-6000,Portigon-Ag.De,Farms,"$500,000-1 Million",B
Westmere Beverage Ctr,Jeremy,Hosier,Male,Manager,Western Europe,1756 Western Ave,Albany,NY,12203,Verified,(518) 456-1100,Brew-Crew.Com,Beer & Ale-Wholesale,$5-10 Million,B+
Wetzel's Pretzels,Jodi,Batiste,Female,Owner,Hispanic,2001 South Rd # Pk12,Poughkeepsie,NY,12601,Verified,(845) 297-7959,Wetzels.Com,Pretzels-Retail,"$500,000-1 Million",A
Whitsons Culinary Group,Jeannine,Bartell,Female,Partner,Western Europe,3923 23rd St,Long Island City,NY,11101,Verified,(718) 361-8109,NULL,Food Service-Distributors (Whls),$5-10 Million,B
Whole Foods Market,Jose,Cerna,Male,General Mgr,Hispanic,2101 Northern Blvd,Manhasset,NY,11030,Verified,(516) 869-8900,Wholefoodsmarket.Com,Grocers-Retail,$20-50 Million,A
Whole Foods Market,Karen,Greene,Female,Other,Western Europe,575 Boston Post Rd,Port Chester,NY,10573,Verified,(914) 708-1985,Wholefoodsmarket.Com,Grocers-Retail,$20-50 Million,A
Wild Orchids Of Westchester,Derrick,Rodriguez,Male,Owner,Hispanic,2 Mill Rd,Eastchester,NY,10709,Verified,(914) 771-9453,Wildorchidofwestchester.Com,Greenhouses,"Less Than $500,000",C+
Wildfire Sales,Melanie,Melia,Female,Owner,Western Europe,65 Sea Cliff Ave # 2,Glen Cove,NY,11542,Verified,(516) 609-9166,Impactgrp.Com,Food Brokers (Whls),$5-10 Million,B+
William Grant & Sons USA,Karen,Novak,Female,Partner,Eastern European,300 Park Ave S # 6,New York,NY,10010,Verified,(732) 225-9000,Williamgrantusa.Com,Distillers (Mfrs),$50-100 Million,A
Williamsburg Creamery,Maila,Torres,Female,Owner,Scandinavian,201 Bedford Ave,Brooklyn,NY,11211,Verified,(347) 762-1827,NULL,Beverages (Whls),$5-10 Million,B
Willy's Fish Corp,William,Hernandez,Male,Owner,Hispanic,249b Drexel Ave,Westbury,NY,11590,Verified,(516) 334-9606,Willysfish.Com,Seafood-Wholesale,$5-10 Million,B
Wilson Farmers Super,Comboy,Rojas,Male,Owner,Hispanic,107 Wilson Ave,Brooklyn,NY,11237,Verified,(347) 789-4417,NULL,Farms,"Less Than $500,000",C
Win Restaurant Supplies Inc,C P,Chen,Male,Manager,Far Eastern,318 Lafayette St,New York,NY,10012,Verified,(212) 431-1998,Winrestaurantsupply.Com,Restaurant Equipment & Supplies-Mfrs,$1-2.5 Million,A
Wine Hut,Jose,Sidoa,Male,Manager,Hispanic,213 Avenue Of The Americas # B,New York,NY,10014,Verified,(212) 229-2409,Thewinehutnyc.Com,Liquors-Retail,$1-2.5 Million,B+
Wine Room Of Forest Hills,Catalina,Grunner,Female,Owner,Hispanic,9609 69th Ave,Forest Hills,NY,11375,Verified,(718) 520-1777,NULL,Wineries (Mfrs),"Less Than $500,000",B
Wine Therapy,Jean,Bapiste,Female,Owner,Uncoded,171 Elizabeth St # 1,New York,NY,10012,Verified,(212) 625-2999,Winetherapynyc.Com,Liquors-Retail,"$500,000-1 Million",B
Winebow Inc,Adrian,Goodlad,Male,Vice President,Scandinavian,31 W 27th St # 7,New York,NY,10001,Verified,(516) 327-0808,Winebow.Com,Wines-Wholesale,$50-100 Million,A+
Winslow,Mark,Tafoya,Male,Manager,Hispanic,243 E 14th St # 1,New York,NY,10003,Verified,(212) 777-7717,Thewinslownyc.Com,Bars,$1-2.5 Million,B+
Wolf & Deer,Rafael,Hasid,Male,Owner,Hispanic,74 5th Ave,Brooklyn,NY,11217,Verified,(718) 398-3181,Wolfanddeerbrooklyn.Com,Beverages (Whls),$5-10 Million,B
Woodstead Farms,Kelvin,Wood,Male,Owner,African American,655 Wood Rd,De Ruyter,NY,13052,Verified,(315) 852-3351,NULL,Dairy Farms,$1-2.5 Million,B
WW International Inc,Mindy,Grossman,Female,CEO,Not Available,675 Avenue Of The Americas # 6,New York,NY,10010,Verified,(212) 589-2700,Corporate.Ww.Com,Weight Control Services,,B+
Yaya's Bakery,Marty,Buta,Male,Owner,African American,2846 31st St,Astoria,NY,11102,Verified,(718) 932-3113,Opasouvlaki.Com,Bakers-Wholesale,$1-2.5 Million,C+
Yummy Thai,Salma,Lopez,Female,Owner,Hispanic,4959 Broadway,New York,NY,10034,Verified,(917) 529-0812,NULL,Restaurants,"$500,000-1 Million",B
Yura On Madison,Leo,Romero,Male,Manager,Hispanic,1350 Madison Ave,New York,NY,10128,Verified,(212) 860-1598,Yuraonmadison.Com,Restaurants,$1-2.5 Million,B+
Zamzam Live Poultry II Corp,Jameel,Boker,Male,Owner,African American,21250 Jamaica Ave,Queens Village,NY,11428,Verified,(718) 740-5438,NULL,Poultry Farms,$1-2.5 Million,B
Zucker's Bagels & Smoked Fish,Ray,Casales,Male,Manager,Hispanic,146 Chambers St,New York,NY,10007,Verified,(212) 608-5844,NULL,Bagels,"$500,000-1 Million",B+
Zweigle's Inc,Julie,Steron,Female,Owner,Uncoded,651 Plymouth Ave N,Rochester,NY,14608,Verified,(585) 546-1740,Zweigles.Com,Meat-Wholesale,$50-100 Million,A+
